GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,NewColumn,,
59.95995996,-2.659824657,2.687118379,10.99971319,11.32292104,4.551930359,62.56085333,,
60.06006006,-2.669774502,2.669570875,10.99866313,11.31340868,4.557074555,62.68576069,,
60.16016016,-2.669724347,2.669942944,11.00928724,11.3325055,4.541891423,62.81066806,,
60.26026026,-2.632674192,2.660315013,11.02682425,11.32548971,4.559871956,62.93557542,,
60.36036036,-2.650124038,2.648687082,11.01736128,11.34269913,4.553852487,63.06048279,,
60.46046046,-2.630617171,2.645185278,11.02686634,11.35229596,4.561349822,63.18539015,,
60.56056056,-2.642576852,2.646124914,11.04689611,11.35239278,4.549834172,63.28129387,,
60.66066066,-2.630476702,2.627235722,11.03947003,11.3619896,4.543795299,63.31154608,,
60.76076076,-2.641876553,2.647267971,11.02704395,11.3709984,4.549756425,63.3417983,,
60.86086086,-2.624776404,2.637259825,11.02806632,11.39524635,4.5519658,63.37205052,,
60.96096096,-2.618057636,2.620250176,11.0076918,11.39337968,4.553678678,63.40230273,,
61.06106106,-2.622576105,2.620224012,11.01726572,11.38946897,4.551639805,63.43255495,,
61.16116116,-2.613126821,2.630197848,11.01022829,11.40146216,4.561159491,63.46280716,,
61.26126126,-2.601232715,2.620171683,10.99765012,11.39145535,4.573700594,63.49305938,,
61.36136136,-2.59133861,2.632205321,11.00007196,11.40146411,4.561241697,63.52331159,,
61.46146146,-2.603444505,2.642278653,10.9979938,11.40348319,4.561782801,63.55703032,,
61.56156156,-2.605550399,2.652287725,11.00741563,11.43048555,4.563823905,63.59589004,,
61.66166166,-2.603656294,2.669296798,10.98783747,11.43998791,4.561365008,63.63474977,,
61.76176176,-2.601109742,2.65930587,10.99700005,11.44949027,4.57486497,63.6736095,,
61.86186186,-2.592624479,2.669314943,10.98951535,11.45949263,4.57330705,63.71246922,,
61.96196196,-2.603904827,2.669324016,10.96815402,11.45949499,4.583961477,63.75132895,,
62.06206206,-2.603985476,2.679336472,10.95109449,11.48149824,4.571492782,63.79018868,,
62.16216216,-2.604066125,2.700853093,10.93853496,11.47900256,4.581524086,63.8290484,,
62.26226226,-2.602146774,2.693544291,10.94847543,11.46175452,4.564055391,63.86790813,,
62.36236236,-2.604269447,2.690832586,10.95038488,11.46498795,4.571603007,63.80469083,,
62.46246246,-2.602381017,2.689926687,10.94780253,11.46798215,4.564146313,63.63890097,,
62.56256256,-2.594918903,2.670617884,10.96977457,11.44770157,4.563661019,63.47311112,,
62.66266266,-2.61281765,2.670800038,10.99297483,11.43074898,4.558447496,63.30732126,,
62.76276276,-2.612494675,2.660476403,11.02671864,11.43279487,4.54419043,63.1415314,,
62.86286286,-2.624032562,2.663152768,11.05819067,11.42084076,4.561705136,62.97574154,,
62.96296296,-2.645366263,2.679673021,11.06581342,11.43505607,4.561640586,62.80995169,,
63.06306306,-2.64312985,2.671027055,11.08548792,11.44043816,4.551548822,62.64416183,,
63.16316316,-2.650547101,2.671214423,11.085549,11.44048692,4.561516702,62.47837197,,
63.26326326,-2.650541207,2.673221041,11.11955335,11.44254022,4.574014414,62.44157395,,
63.36336336,-2.652535313,2.685020897,11.1345577,11.44412238,4.584012126,62.49041776,,
63.46346346,-2.660656045,2.68144688,11.14645745,11.45564148,4.603405234,62.53926158,,
63.56356356,-2.667618522,2.6917107,11.13578521,11.45024617,4.594126781,62.58810539,,
63.66366366,-2.661902282,2.707357121,11.13502496,11.45828075,4.593266412,62.6369492,,
63.76376376,-2.661521878,2.702278161,11.12780575,11.46000912,4.593118756,62.68579302,,
63.86386386,-2.650936545,2.701986989,11.1357378,11.46031807,4.592891556,62.73463683,,
63.96396396,-2.640308723,2.712975097,11.13870121,11.46218955,4.592647864,62.78348064,,
64.06406406,-2.628180901,2.720199117,11.12666462,11.45998294,4.602404171,62.83232446,,
64.16416416,-2.608390631,2.721405118,11.13887888,11.44977632,4.592291502,62.87900945,,
64.26426426,-2.600730841,2.709111119,11.15849682,11.4690697,4.590229478,62.92475482,,
64.36436436,-2.60683982,2.72730207,11.14735401,11.48835917,4.582167455,62.9705002,,
64.46446446,-2.584365285,2.719483698,11.14071245,11.48814621,4.590141587,63.01624557,,
64.56456456,-2.590570308,2.716356965,11.1289498,11.49598312,4.573387335,63.06199095,,
64.66466466,-2.577829887,2.726243726,11.11974771,11.49595365,4.560097547,63.10773633,,
64.76476476,-2.582262721,2.750130486,11.13460963,11.48842419,4.56299975,63.1534817,,
64.86486486,-2.561005816,2.747517247,11.16553068,11.50739472,4.571329101,63.19922708,,
64.96496496,-2.557702365,2.735904008,11.18068497,11.48786525,4.590741534,63.24497245,,
65.06506507,-2.563116632,2.745305855,11.16924666,11.46883971,4.562660475,63.18561553,,
65.16516517,-2.540277244,2.745219863,11.16622187,11.43931733,4.572695619,63.098756,,
65.26526527,-2.547528985,2.74519368,11.17231299,11.4369857,4.550002606,63.01189646,,
65.36536537,-2.567390903,2.750890086,11.17919329,11.42730563,4.547240138,62.92503692,,
65.46546547,-2.574998229,2.764656062,11.18815427,11.42525118,4.543570276,62.83817739,,
65.56556557,-2.581421369,2.754637253,11.18157071,11.42120124,4.549413927,62.75131785,,
65.66566567,-2.603602268,2.754618444,11.17531998,11.44307022,4.563085406,62.66445831,,
65.76576577,-2.6177166,2.764695277,11.17150869,11.42931094,4.537317445,62.57759878,,
65.86586587,-2.617063891,2.760266071,11.1808189,11.42938914,4.527666476,62.49073924,,
65.96596597,-2.623642233,2.783250152,11.18973017,11.43945181,4.523550852,62.28543348,,
66.06606607,-2.616311469,2.775734233,11.19571185,11.47798746,4.503931068,62.06585044,,
66.16616617,-2.621218442,2.795218314,11.21172155,11.44957715,4.505258231,61.8462674,,
66.26626627,-2.610222012,2.815459151,11.20176578,11.45913982,4.495800609,61.62668435,,
66.36636637,-2.596765123,2.815199989,11.2016824,11.46870249,4.491732377,61.40710131,,
66.46646647,-2.609644038,2.805379675,11.21231569,11.45924926,4.476675279,61.18751827,,
66.56656657,-2.60113279,2.817649523,11.2156125,11.45918936,4.469234264,60.96793522,,
66.66666667,-2.586336095,2.836906438,11.22242683,11.46162611,4.462412857,60.74835218,,
66.76676677,-2.573383743,2.834163352,11.22852143,11.45656285,4.458924781,60.52876914,,
66.86686687,-2.572367828,2.821187034,11.23355547,11.47461971,4.472097367,60.2576382,,
66.96696697,-2.554468531,2.834177182,11.24403196,11.47104895,4.475131815,59.98631257,,
67.06706707,-2.532929592,2.834324487,11.268558,11.48611332,4.452006103,59.71498695,,
67.16716717,-2.56894049,2.862703075,11.25019893,11.50731297,4.456304251,59.44366132,,
67.26726727,-2.557031449,2.891743161,11.24013179,11.50719328,4.446339558,59.1723357,,
67.36736737,-2.559622407,2.911283247,11.25006466,11.53407361,4.428374863,58.90101007,,
67.46746747,-2.567904056,2.932323333,11.22690643,11.55595392,4.418191951,58.62968445,,
67.56756757,-2.558277297,2.922363419,11.20843037,11.57733425,4.406607638,58.35835883,,
67.66766767,-2.559789177,2.938903505,11.20983271,11.59421457,4.397313615,58.08829501,,
67.76776777,-2.558443413,2.918943591,11.19043334,11.60359488,4.356631885,57.82938924,,
67.86786787,-2.579510068,2.940672203,11.16538021,11.62302427,4.346654059,57.57048347,,
67.96796797,-2.578690592,2.948951291,11.15123667,11.63259689,4.331042505,57.3115777,,
68.06806807,-2.580538284,2.931311873,11.16051956,11.63069072,4.308924444,57.05267194,,
68.16816817,-2.617332422,2.959172454,11.16030245,11.64278455,4.297038615,56.79376617,,
68.26826827,-2.59812656,2.949533035,11.16758534,11.64287839,4.287152786,56.5348604,,
68.36836837,-2.60043157,2.943652876,11.1673602,11.65319794,4.277271177,56.27595463,,
68.46846847,-2.620237664,2.944732049,11.15013426,11.65678866,4.259389989,56.01704886,,
68.56856857,-2.639948486,2.969995133,11.14997865,11.67167779,4.247471821,55.74524099,,
68.66866867,-2.628155911,2.970136226,11.13982554,11.67216546,4.259552334,55.42388037,,
68.76876877,-2.644651624,2.962742603,11.11888715,11.69169314,4.244813027,55.10251975,,
68.86886887,-2.629411601,2.962848979,11.09886018,11.69444605,4.232038185,54.78115914,,
68.96896897,-2.620339365,2.942054455,11.0815592,11.6986494,4.247429465,54.45979852,,
69.06906907,-2.619384848,2.941653916,11.08226375,11.69230017,4.251558964,54.1384379,,
69.16916917,-2.620327032,2.942190485,11.10254455,11.7309398,4.258648368,53.81707729,,
69.26926927,-2.568557931,2.942727053,11.11348131,11.73857943,4.256155759,53.49571667,,
69.36936937,-2.586788831,2.943344889,11.11441807,11.7797402,4.245663151,53.17435605,,
69.46946947,-2.55651973,2.963490918,11.13435483,11.83840831,4.239670543,52.84477328,,
69.56956957,-2.565926714,2.983636946,11.14479255,11.86557643,4.229440361,52.49718065,,
69.66966967,-2.553420589,3.006282974,11.12366613,11.89474454,4.233370032,52.14958803,,
69.76976977,-2.564414464,3.02363776,11.10403972,11.93383686,4.227047451,51.80199541,,
69.86986987,-2.554553222,3.033828276,11.10430636,11.96036441,4.208907233,51.45440279,,
69.96996997,-2.554342754,3.043739513,11.10646171,11.98443601,4.206825539,51.10681017,,
70.07007007,-2.561632286,3.065508949,11.10461706,12.00732939,4.226743845,50.75921754,,
70.17017017,-2.582980963,3.074208593,11.10722875,12.02361551,4.216685108,50.41162492,,
70.27027027,-2.582831833,3.074609938,11.11683883,12.01371995,4.226627222,50.0640323,,
70.37037037,-2.571182702,3.055117096,11.08994891,12.02385192,4.228569336,49.74346948,,
70.47047047,-2.59308112,3.036428816,11.0798768,12.02406315,4.215604544,49.46006799,,
70.57057057,-2.601517676,3.037240536,11.07656724,12.02427438,4.223643578,49.1766665,,
70.67067067,-2.590563345,3.038052257,11.0886442,12.01498561,4.215940774,48.89326501,,
70.77077077,-2.599474218,3.019449463,11.09907906,12.01521908,4.225212101,48.60986352,,
70.87087087,-2.577915669,3.010974533,11.09949133,12.00548583,4.247495298,48.32646203,,
70.97097097,-2.598857121,3.011499603,11.10990361,11.98425257,4.247278494,48.04306054,,
71.07107107,-2.576798573,3.004998955,11.11031589,12.00401263,4.254561691,47.75965905,,
71.17117117,-2.59576567,3.005994677,11.11070924,12.00627173,4.272354841,47.47625756,,
71.27127127,-2.575826054,3.006990399,11.10103373,12.01653084,4.276184203,47.12921151,,
71.37137137,-2.575425548,2.999073207,11.07416119,12.02683049,4.275918133,46.72499728,,
71.47147147,-2.56502749,3.002734736,11.08175681,12.04930578,4.273676038,46.32078305,,
71.57157157,-2.555629433,3.004171787,11.07041699,12.06571928,4.315719728,45.91656882,,
71.67167167,-2.556731376,2.988095466,11.09271081,12.08887725,4.32556522,45.51235458,,
71.77177177,-2.563833319,2.973253321,11.11200463,12.09525268,4.327910713,45.10814035,,
71.87187187,-2.544296932,2.952375141,11.12990055,12.11493442,4.325202511,44.70392612,,
71.97197197,-2.52413072,2.952082546,11.1498923,12.10561616,4.334943917,44.29971189,,
72.07207207,-2.495964506,2.935280943,11.18238405,12.13479789,4.344685323,43.89549766,,
72.17217217,-2.483798293,2.924011809,11.1928758,12.14248808,4.332426729,43.54838087,,
72.27227227,-2.49263208,2.915761265,11.22759878,12.15481322,4.371321288,43.2339226,,
72.37237237,-2.494691093,2.907086291,11.22309954,12.17215802,4.374149781,42.91946433,,
72.47247247,-2.472299654,2.9279179,11.24285105,12.19450453,4.373650947,42.60500606,,
72.57257257,-2.483576051,2.919749508,11.23151609,12.23335105,4.351564154,42.29054779,,
72.67267267,-2.464005477,2.930581117,11.25306818,12.26269756,4.36153676,41.97608953,,
72.77277277,-2.444934904,2.936412726,11.27312028,12.33154408,4.393509367,41.66163126,,
72.87287287,-2.442364331,2.923244336,11.29217237,12.38039059,4.399481974,41.34717299,,
72.97297297,-2.446293758,2.914594972,11.29272446,12.42729425,4.41545458,41.03271472,,
73.07307307,-2.425223184,2.916731837,11.28277655,12.456668,4.403427187,40.82586916,,
73.17317317,-2.410540169,2.920720054,11.28858709,12.48855527,4.414367884,40.65628683,,
73.27327327,-2.402264642,2.917105579,11.31085314,12.49711521,4.402861046,40.4867045,,
73.37337337,-2.391719346,2.924549839,11.32362471,12.51353951,4.400455309,40.31712217,,
73.47347347,-2.38067405,2.942044562,11.32439627,12.52821707,4.432049572,40.14753984,,
73.57357357,-2.372128754,2.933672919,11.29566783,12.53860434,4.431643835,39.97795751,,
73.67367367,-2.35108331,2.926442377,11.2964395,12.5291949,4.40123804,39.80837518,,
73.77377377,-2.350036025,2.919256002,11.27771253,12.52979696,4.370831531,39.63879285,,
73.87387387,-2.337330359,2.901569627,11.26860246,12.50889901,4.390363545,39.46921052,,
73.97397397,-2.336110808,2.883883252,11.2508174,12.51200107,4.378413339,39.23434437,,
74.07407407,-2.299260627,2.876696877,11.2435879,12.52210313,4.3675302,38.98751248,,
74.17417417,-2.293392427,2.840010502,11.24324728,12.52270518,4.348446861,38.74068058,,
74.27427427,-2.27274645,2.793365494,11.25396222,12.523318,4.357807967,38.49384869,,
74.37437437,-2.272684897,2.768526428,11.27498391,12.50857195,4.367007764,38.2470168,,
74.47447447,-2.251111757,2.746725665,11.28651415,12.48593086,4.356203064,38.00018491,,
74.57457457,-2.246256345,2.724312289,11.30825274,12.49427627,4.385288799,37.75335301,,
74.67467467,-2.224733256,2.708061075,11.3171151,12.5011487,4.386309448,37.50652112,,
74.77477477,-2.212210167,2.696904456,11.31897746,12.5317869,4.397330099,37.25968923,,
74.87487487,-2.198036497,2.688003694,11.30526485,12.52183959,4.382932176,36.89639735,,
74.97497497,-2.178570188,2.678943073,11.32240917,12.48007648,4.359792434,36.52694088,,
75.07507508,-2.165399173,2.662777474,11.32761203,12.4623211,4.354104143,36.15748439,,
75.17517518,-2.135014446,2.637362634,11.31024133,12.45325404,4.338984421,35.78802793,,
75.27527528,-2.115185563,2.611447793,11.3123294,12.39618697,4.347886375,35.40218632,,
75.37537538,-2.098357236,2.578032953,11.30441706,12.35811991,4.356788545,34.87017539,,
75.47547548,-2.085804557,2.540118113,11.30880127,12.31055285,4.345797709,34.33816446,,
75.57557558,-2.077610478,2.494906696,11.29681359,12.27253873,4.327528299,33.80615353,,
75.67567568,-2.035916401,2.471317107,11.2858259,12.2445563,4.317758889,33.17646927,,
75.77577578,-2.025722323,2.44408835,11.26696385,12.25566777,4.309363854,32.53194842,,
75.87587588,-2.007375431,2.409185269,11.24946333,12.268364,4.314660754,31.88742757,,
75.97597598,-1.974674683,2.388782188,11.25071871,12.26756021,4.304000599,31.31406188,,
76.07607608,-1.982384702,2.340379107,11.29153994,12.25925644,4.30330581,30.86015472,,
76.17617618,-1.977479063,2.297605653,11.31516092,12.27948638,4.25190166,30.40624756,,
76.27627628,-1.962573425,2.255737047,11.3182819,12.28506265,4.239997511,29.9523404,,
76.37637638,-1.950167787,2.228866439,11.35340289,12.28115943,4.230093362,29.49380071,,
76.47647648,-1.914262148,2.201203473,11.35502387,12.28358071,4.218189213,29.0321392,,
76.57657658,-1.910405172,2.163376108,11.34867373,12.28728165,4.228030127,28.57047769,,
76.67667668,-1.864278587,2.122912607,11.31368138,12.2969826,4.196014091,28.10881619,,
76.77677678,-1.850159798,2.075949105,11.28001664,12.29868354,4.163356768,27.62767433,,
76.87687688,-1.840041008,2.046047537,11.26503308,12.2715307,4.118981728,27.10035494,,
76.97697698,-1.818422219,1.99223565,11.22254953,12.26090121,4.071106688,26.57303555,,
77.07707708,-1.802803429,1.960423763,11.19506597,12.27477172,4.014231648,26.04571616,,
77.17717718,-1.79418464,1.930138451,11.15108242,12.27664914,3.931856608,25.63797422,,
77.27727728,-1.778049361,1.905160299,11.10648009,12.2704987,3.89978109,25.34177244,,
77.37737738,-1.743395384,1.867001967,11.1031297,12.28010952,3.834310159,25.04557065,,
77.47747748,-1.743272938,1.827845948,11.06140543,12.29701448,3.790843732,24.74936886,,
77.57757758,-1.723584425,1.797477917,11.00642891,12.30669264,3.751368296,24.45316708,,
77.67767768,-1.708933451,1.771019795,10.95357852,12.33779422,3.686397364,24.15696529,,
77.77777778,-1.702779473,1.770096209,10.90022813,12.33815256,3.655426433,23.86076351,,
77.87787788,-1.675955821,1.753738156,10.82750298,12.37109205,3.602389641,23.56456172,,
77.97797798,-1.654203882,1.741325702,10.76657021,12.36845944,3.538410298,23.26835994,,
78.07807808,-1.645451942,1.74239473,10.67813744,12.39167116,3.496430954,22.97215815,,
78.17817818,-1.635200003,1.704921653,10.63470468,12.40415028,3.450451611,22.79712663,,
78.27827828,-1.615448064,1.675069463,10.57327191,12.34866085,3.388472266,22.64960822,,
78.37837838,-1.595196125,1.643217273,10.48327157,12.35817143,3.343411842,22.50208981,,
78.47847848,-1.584223214,1.604365083,10.38707535,12.304682,3.301915253,22.35457141,,
78.57857858,-1.571007726,1.586512893,10.30608606,12.27769257,3.246186302,22.207053,,
78.67867868,-1.557672281,1.555279721,10.23592931,12.25186423,3.197010079,22.05953459,,
78.77877878,-1.543836835,1.55679526,10.14977256,12.21523072,3.183833856,21.91201618,,
78.87887888,-1.531001389,1.568384575,10.04211582,12.18724651,3.120657634,21.76449777,,
78.97897898,-1.538665944,1.599473891,9.961459066,12.18276231,3.075481411,21.61697936,,
79.07907908,-1.554393719,1.630563207,9.883124716,12.15677811,3.05813565,21.46472124,,
79.17917918,-1.529231414,1.646152523,9.786816422,12.1497939,3.022250322,21.31203188,,
79.27927928,-1.531484734,1.663813911,9.672969528,12.14124213,2.958245921,21.15934252,,
79.37937938,-1.525020676,1.670137336,9.567199225,12.11905494,2.921665323,21.00665316,,
79.47947948,-1.5364395,1.688105183,9.473807303,12.08820678,2.855035175,20.8539638,,
79.57957958,-1.560358324,1.697397223,9.39391538,12.06664935,2.776405028,20.70127444,,
79.67967968,-1.562689075,1.712384458,9.283588464,12.03141925,2.727740694,20.54858508,,
79.77977978,-1.56246865,1.686871692,9.165168389,11.96718916,2.692862419,20.39589572,,
79.87987988,-1.581748225,1.660358928,9.072748309,11.93445905,2.626484143,20.24423427,,
79.97997998,-1.595661325,1.645846162,8.969860613,11.83922896,2.549851774,20.14738152,,
80.08008008,-1.579873068,1.613397792,8.879590873,11.76451561,2.481497224,20.05052877,,
80.18018018,-1.608579306,1.58537314,8.768407215,11.64869651,2.416013545,19.95367602,,
80.28028028,-1.632271061,1.532636776,8.672293152,11.57865669,2.349904375,19.85682327,,
80.38038038,-1.634934284,1.48581933,8.609828021,11.46932859,2.312786859,19.75997053,,
80.48048048,-1.616597507,1.453434317,8.515862891,11.36522571,2.267669343,19.66311778,,
80.58058058,-1.625169626,1.40790516,8.429465006,11.29667688,2.200516465,19.56626503,,
80.68068068,-1.614017727,1.396136232,8.364732475,11.22621323,2.193276633,19.46941228,,
80.78078078,-1.607365828,1.361978185,8.252999945,11.13109964,2.134536801,19.39007513,,
80.88088088,-1.608466204,1.341408419,8.159081204,11.03955519,2.09939489,19.44098453,,
80.98098098,-1.613790839,1.320139953,8.039859567,10.98848972,2.046263839,19.49189393,,
81.08108108,-1.646499859,1.280455072,7.906160452,10.93753837,1.99990556,19.54280334,,
81.18118118,-1.642084253,1.271127547,7.76548386,10.87579272,1.958674408,19.59371274,,
81.28128128,-1.6344031,1.245664888,7.682534796,10.802466,1.921811375,19.64462214,,
81.38138138,-1.657782193,1.203893245,7.588041263,10.74581908,1.885471729,19.69553155,,
81.48148148,-1.680846285,1.160020128,7.500780239,10.63694151,1.838509812,19.74644095,,
81.58158158,-1.679091072,1.131374952,7.397493032,10.54155221,1.791035801,19.79735035,,
81.68168168,-1.698335858,1.129377924,7.314205824,10.50773698,1.783061789,19.84162124,,
81.78178178,-1.708580645,1.118380897,7.182918615,10.47342176,1.726087777,19.86154379,,
81.88188188,-1.732930536,1.059883869,7.041528805,10.39260653,1.658182835,19.88146633,,
81.98198198,-1.746957138,1.026557156,6.883414837,10.29083562,1.582994691,19.90138888,,
82.08208208,-1.74523024,0.96730074,6.796964875,10.19821312,1.543162453,19.92131142,,
82.18218218,-1.752923872,0.897549311,6.69421734,10.09059191,1.4979636,19.94123397,,
82.28228228,-1.764553939,0.829809047,6.592484818,9.974973612,1.439105087,19.96115651,,
82.38238238,-1.781715537,0.765316531,6.490246791,9.865886844,1.382917245,19.98107906,,
82.48248248,-1.803181941,0.715413103,6.407057814,9.750209481,1.33443711,20.0010016,,
82.58258258,-1.801801132,0.651227894,6.33340386,9.630837928,1.270479285,19.99308508,,
82.68268268,-1.80491238,0.601771477,6.242990503,9.50874072,1.220412735,19.92345366,,
82.78278278,-1.812071903,0.555119676,6.131329897,9.367905661,1.172215414,19.85382225,,
82.88288288,-1.814522717,0.501967571,6.020627749,9.266570524,1.122000075,19.78419083,,
82.98298298,-1.822827886,0.445305918,5.94508576,9.144732902,1.08607903,19.71455942,,
83.08308308,-1.836866789,0.403923545,5.859524253,9.021084469,1.056466295,19.64492801,,
83.18318318,-1.849670956,0.385158289,5.796431214,8.94499009,1.079239945,19.57529659,,
83.28328328,-1.890766457,0.362695639,5.721445469,8.850252463,1.034012654,19.50566518,,
83.38338338,-1.900260637,0.344031042,5.647831753,8.775278907,1.022787977,19.43603376,,
83.48348348,-1.891432994,0.315406986,5.550465285,8.711390936,1.008370108,19.39112892,,
83.58358358,-1.916839586,0.279994642,5.441647865,8.652822785,0.978712998,19.38178015,,
83.68368368,-1.944236669,0.268814974,5.317789905,8.617385696,0.932809643,19.37243139,,
83.78378378,-1.970106224,0.231635066,5.229574587,8.564043324,0.893783164,19.36308262,,
83.88388388,-1.953613268,0.17323794,5.176495832,8.487127378,0.868561967,19.35373386,,
83.98398398,-1.970700213,0.114155273,5.111199402,8.437773136,0.836406115,19.34438509,,
84.08408408,-1.973870591,0.050008015,5.028896895,8.389728367,0.814599564,19.33503633,,
84.18418418,-1.981324753,-0.011359964,4.946041835,8.294143058,0.775353573,19.32568756,,
84.28428428,-1.991686822,-0.102481697,4.857190779,8.136820511,0.734367343,19.3163388,,
84.38438438,-1.987480823,-0.165329195,4.774369253,8.023580396,0.676682913,19.2352686,,
84.48448448,-2.003158179,-0.254426285,4.704622239,7.921519797,0.658783395,19.08464766,,
84.58458458,-2.021303872,-0.299672227,4.611133189,7.820550573,0.634569369,18.93402671,,
84.68468468,-2.015544317,-0.347081404,4.501670468,7.717168985,0.626980562,18.78340576,,
84.78478478,-2.020382359,-0.396490581,4.401076616,7.617787395,0.620576939,18.63278481,,
84.88488488,-1.999281462,-0.413899758,4.304430713,7.553405806,0.597144287,18.48216387,,
84.98498498,-2.016475861,-0.431308934,4.237297322,7.513024217,0.579151076,18.33154292,,
85.08508509,-2.041632934,-0.434828707,4.182477325,7.44074396,0.562843394,18.18092195,,
85.18518519,-2.030961742,-0.434115076,4.139933235,7.366524439,0.532553805,18.03030101,,
85.28528529,-2.049402385,-0.442911998,4.095405059,7.277432284,0.526364547,17.83660191,,
85.38538539,-2.071566096,-0.450783806,4.014078701,7.226098152,0.501433371,17.6152944,,
85.48548549,-2.105561639,-0.462210668,3.91246055,7.172265524,0.481126819,17.39398688,,
85.58558559,-2.102558683,-0.470881774,3.865670728,7.124375837,0.480201648,17.17267937,,
85.68568569,-2.116864982,-0.477464792,3.79555263,7.056598763,0.471651003,16.95137186,,
85.78578579,-2.103542975,-0.513278787,3.767043634,6.957132276,0.46400296,16.73006434,,
85.88588589,-2.11039314,-0.549974147,3.726738341,6.864326771,0.444434998,16.50875683,,
85.98598599,-2.114146699,-0.613949518,3.68487342,6.764171935,0.43063546,16.28744932,,
86.08608609,-2.115482367,-0.697087051,3.626816955,6.660309891,0.424673716,16.0661418,,
86.18618619,-2.121318036,-0.798954314,3.558260489,6.558348749,0.412711972,15.91000648,,
86.28628629,-2.100950001,-0.898817072,3.473857773,6.437175894,0.405182871,15.78006791,,
86.38638639,-2.098532582,-1.0244501,3.397032221,6.348417454,0.406163798,15.65012935,,
86.48648649,-2.106796844,-1.086694628,3.344183145,6.208355778,0.377144726,15.52019079,,
86.58658659,-2.095061107,-1.155328813,3.272834069,6.082081916,0.368125652,15.39025223,,
86.68668669,-2.061618219,-1.152746783,3.211637897,6.020348594,0.351026173,15.26031367,,
86.78678679,-2.084664628,-1.097664752,3.162949624,5.980115273,0.30792254,15.1303751,,
86.88688689,-2.09818185,-1.006582721,3.109651959,6.013381951,0.300613499,15.00043654,,
86.98698699,-2.10947233,-0.916376066,3.050781084,6.033258739,0.234499094,14.87049798,,
87.08708709,-2.102666713,-0.833055297,3.014884683,6.052325217,0.228494798,14.75880431,,
87.18718719,-2.120960697,-0.736665288,2.957004798,6.073580432,0.1986867,14.65126841,,
87.28728729,-2.145537358,-0.602267073,2.871783826,6.050835752,0.185531565,14.5437325,,
87.38738739,-2.173860362,-0.540028518,2.827902428,6.047403383,0.178115244,14.43619659,,
87.48748749,-2.174771025,-0.534289963,2.807697989,5.978471014,0.155007062,14.32866069,,
87.58758759,-2.188349777,-0.566051408,2.785985844,5.924538646,0.158675373,14.22112478,,
87.68768769,-2.186428528,-0.621312854,2.766273699,5.793106278,0.154824902,14.11358887,,
87.78778779,-2.201507279,-0.713943566,2.751561554,5.62470793,0.142842236,14.00605297,,
87.88788789,-2.20758603,-0.793328833,2.715834394,5.437003562,0.144744844,13.89851706,,
87.98798799,-2.222808614,-0.871745355,2.691527458,5.260181394,0.145815408,13.64208367,,
88.08808809,-2.229964337,-0.924661878,2.690681035,5.123359227,0.154957628,13.37179304,,
88.18818819,-2.209888865,-0.987578401,2.679330718,5.00253706,0.153605186,13.10150242,,
88.28828829,-2.202999078,-0.861994923,2.67130973,4.950714892,0.129221924,12.83121179,,
88.38838839,-2.176609292,-0.844411446,2.619788743,4.919392724,0.106191593,12.56092116,,
88.48848849,-2.169219506,-0.777681968,2.600267755,4.908978438,0.081720659,12.29063053,,
88.58858859,-2.170329719,-0.730488592,2.567827514,4.896554757,0.047656878,12.0203399,,
88.68868869,-2.166869683,-0.702958299,2.524078537,4.88421875,0.057070901,11.75004927,,
88.78878879,-2.200232475,-0.653928007,2.501336703,4.833382743,0.047961818,11.47713185,,
88.88888889,-2.229247307,-0.647897714,2.489598373,4.789880069,0.0310189,11.0767161,,
88.98898899,-2.247228223,-0.62036742,2.457190873,4.739071088,0.026320228,10.67630034,,
89.08908909,-2.289604535,-0.589541436,2.417649239,4.679786926,0.006510444,10.27588459,,
89.18918919,-2.310398765,-0.565596051,2.377856354,4.638080051,0.00643039,9.875468837,,
89.28928929,-2.334519915,-0.537895339,2.319992977,4.567801104,-0.005312878,9.475053084,,
89.38938939,-2.344995015,-0.564437115,2.231702657,4.488322423,-0.023414579,9.074637331,,
89.48948949,-2.350470114,-0.629477715,2.142912338,4.348722799,-0.02351628,8.674221578,,
89.58958959,-2.346469737,-0.699766062,2.066476374,4.188933985,-0.031998362,8.273805824,,
89.68968969,-2.323920312,-0.77955441,1.9778317,4.072145171,-0.013719683,7.887684528,,
89.78978979,-2.297395412,-0.877272175,1.90654138,3.933504836,-0.033821384,7.59772714,,
89.88988989,-2.264062096,-0.929410693,1.857109647,3.802885122,-0.03384872,7.307769751,,
89.98998999,-2.247901915,-0.927205867,1.790919182,3.681058202,-0.032002931,7.017812363,,
90.09009009,-2.230411909,-0.921095565,1.761841232,3.561993484,-0.034479242,6.727854975,,
90.19019019,-2.214921903,-0.924527784,1.742263283,3.473379485,-0.062955554,6.437897586,,
90.29029029,-2.226931898,-0.939293836,1.711185334,3.356971193,-0.065431866,6.147940198,,
90.39039039,-2.257465916,-0.951638317,1.66163291,3.247927994,-0.104568838,5.85798281,,
90.49049049,-2.279572086,-0.933985094,1.610419466,3.159754087,-0.120595914,5.568025421,,
90.59059059,-2.326298985,-0.915331872,1.577047978,3.078080179,-0.13570034,5.286755424,,
90.69069069,-2.384930363,-0.897178649,1.539356685,2.978406272,-0.178905847,5.033714237,,
